acid,SCN5,
PI417265,5,8
PI417267,5,8
PI417268,5,8
PI417269,5,8
PI417271,5,8
PI417272,4,8
PI417273,5,8
PI417274,5,8
PI417275,5,8
PI417276,5,8
PI417277,5,8
PI417278,5,8
PI417279,5,8
PI417280,5,8
PI417281,5,8
PI417282,5,8
PI417283,5,8
PI417284,5,8
PI417285,5,8
PI417287,5,8
PI417288,5,8
PI417289,5,8
PI417290,5,8
PI417291,5,8
PI417292,5,8
PI417293,5,8
PI417294,5,8
PI417295,5,8
PI417296,5,8
PI417297,5,8
PI417298,5,8
PI417299,5,8
PI417300,5,8
PI417301,5,8
PI417302,5,8
PI417303,5,8
PI417304,4,8
PI417306,5,8
PI417307,5,8
PI417308,5,8
PI417310,5,8
PI417313,5,8
PI417315,5,8
PI417316,4,8
PI417317,4,8
PI417318,5,8
PI417319,5,8
PI417321,5,8
PI417322,5,8
PI417323,5,8
PI417325,5,8
PI417326,5,8
PI417327,5,8
PI417329,4,8
PI417330,5,8
PI417331,5,8
PI417332,5,8
PI417333,5,8
PI417334,5,8
PI417335,5,8
PI417337,5,8
PI417338,5,8
PI417339,5,8
PI417340,5,8
PI417341,5,8
PI417342,5,8
PI417343,4,8
PI417344,5,8
PI417346,5,8
PI417347,5,8
PI417348,5,8
PI417349,5,8
PI417351,5,8
PI417352,5,8
PI417353,5,8
PI417354,5,8
PI417356,4,8
PI417357,5,8
PI417358,4,8
PI417359,5,8
PI417360,5,8
PI417361,5,8
PI417362,5,8
PI417363,5,8
PI417364,5,8
PI417366,5,8
PI417367,5,8
PI417368,5,8
PI417369,5,8
PI417370,5,8
PI417371,5,8
PI417372,5,8
PI417373,5,8
PI417374,5,8
PI417375,5,8
PI417376,5,8
PI417377,5,8
PI417378,5,8
PI417379,5,8
PI417380,4,8
PI417381,5,8
PI417382,5,8
PI417383,5,8
PI417384,5,8
PI417385,4,8
PI417386,5,8
PI417387,5,8
PI417388,5,8
PI417390,5,8
PI417391,5,8
PI417392,5,8
PI417393,5,8
PI417394,5,8
PI417395,5,8
PI417396,5,8
PI417397,5,8
PI417398,5,8
PI417399,5,8
PI417400,5,8
PI417402,5,8
PI417403,4,8
PI417404,5,8
PI417405,5,8
PI417406,5,8
PI417407,5,8
PI417408,4,8
PI417409,4,8
PI417410,2,8
PI417411,5,8
PI417412,5,8
PI417413,5,8
PI417415,5,8
PI417416,5,8
PI417417,5,8
PI417418,5,8
PI417419,5,8
PI417420,5,8
PI417421,5,8
PI417422,5,8
PI417423,5,8
PI417424,5,8
PI417425,5,8
PI417426,5,8
PI417427,5,8
PI417428,4,8
PI417429,5,8
PI417430,5,8
PI417431,5,8
PI417433,5,8
PI417434,5,8
PI417435,5,8
PI417436,5,8
PI417437,5,8
PI417439,5,8
PI417440,5,8
PI417441,5,8
PI417442,5,8
PI417443,5,8
PI417444,5,8
PI417445,5,8
PI417446,5,8
PI417447,5,8
PI417448,5,8
PI417449,5,8
PI417450,5,8
PI417451,5,8
PI417452,5,8
PI417453,5,8
PI417454,5,8
PI417455,5,8
PI417456,5,8
PI417457,5,8
PI417458,5,8
PI417460,5,8
PI417461,5,8
PI417462,5,8
PI417463,5,8
PI417464,5,8
PI417465,5,8
PI417466,5,8
PI417467,5,8
PI417468,4,8
PI417469,5,8
PI417470,5,8
PI417473,5,8
PI417474,5,8
PI417475,5,8
PI417476,5,8
PI417477,5,8
PI417478,4,8
PI417479,5,8
PI417480,5,8
PI417481,5,8
PI417482,4,8
PI417483,5,8
PI417484,5,8
PI417485,5,8
PI417486,5,8
PI417487,5,8
PI417488,5,8
PI417489,5,8
PI417490,5,8
PI417491,5,8
PI417492,5,8
PI417493,4,8
PI417494,5,8
PI417495,4,8
PI417496,5,8
PI417497,5,8
PI417498,4,8
PI417499,4,8
PI417500,5,8
PI417501,5,8
PI417502,4,8
PI417503,5,8
PI417504,5,8
PI417505,5,8
PI417506,5,8
PI417507,5,8
PI417508,5,8
PI417509,5,8
PI417510,4,8
PI417511,5,8
PI417514,5,8
PI417515,5,8
PI417516,5,8
PI417517,5,8
PI417518,5,8
PI417520,4,8
PI417521,5,8
PI417522,5,8
PI417523,5,8
PI417524,5,8
PI417525,5,8
PI417526,5,8
PI417527,5,8
PI417528,5,8
PI417529,5,8
PI417531,5,8
PI417532,5,8
PI417533,5,8
PI417534,5,8
PI417535,5,8
PI417538,5,8
PI417539,5,8
PI417540,5,8
PI417541,5,8
PI417542,5,8
PI417543,5,8
PI417545,4,8
PI417548,5,8
PI417549,5,8
PI417550,5,8
PI417551,5,8
PI417552,5,8
PI417553,5,8
PI417555,5,8
PI417556,4,8
PI417557,4,8
PI417558,5,8
PI417559,5,8
PI417560,5,8
PI417561,5,8
PI417562,5,8
PI417563,5,8
PI417564,5,8
PI417565,5,8
PI417566,5,8
PI417567,5,8
PI417569,5,8
PI417573,2,8
PI417574,5,8
PI417577,5,8
PI417578,5,8
PI417580,5,8
PI417582,4,8
PI419043,5,8
PI420338,5,8
PI423705,5,8
PI423706,5,8
PI423707,5,8
PI423709,5,8
PI423710,4,8
PI423711,5,8
PI423712,4,8
PI423713,5,8
PI423714,5,8
PI423715,5,8
PI423716,5,8
PI423717,5,8
PI423718,5,8
PI423719,5,8
PI423720,5,8
PI423721,5,8
PI423722,5,8
PI423723,5,8
PI423724,4,8
PI423725,5,8
PI423726,5,8
PI423727,4,8
PI423729,4,8
PI423731,5,8
PI423732,5,8
PI423733,5,8
PI423734,5,8
PI423735,5,8
PI423737,5,8
PI423738,5,8
PI423739,5,8
PI423740,5,8
PI423741,5,8
PI423742,5,8
PI423744,5,8
PI423745,5,8
PI423746,5,8
PI423749,5,8
PI423750,5,8
PI423751,5,8
PI423754,5,8
PI423755,5,8
PI423757,5,8
PI423758,5,8
PI423759,5,8
PI423760,4,8
PI423761,5,8
PI423762,5,8
PI423763,5,8
PI423764,5,8
PI423765,5,8
PI423766,5,8
PI423767,4,8
PI423768,5,8
PI423770,5,8
PI423771,4,8
PI423772,5,8
PI423773,5,8
PI423774,5,8
PI423775,5,8
PI423776,5,8
PI423777,5,8
PI423778,5,8
PI423779,5,8
PI423780,5,8
PI423782,5,8
PI423783,5,8
PI423784,5,8
PI423785,5,8
PI423786,5,8
PI423787,5,8
PI423788,5,8
PI423789,5,8
PI423790,5,8
PI423791,5,8
PI423792,5,8
PI423793,5,8
PI423794,5,8
PI423795,5,8
PI423797,5,8
PI423800,5,8
PI423801,4,8
PI423802,5,8
PI423803,5,8
PI423804,5,8
PI423805,5,8
PI423806,4,8
PI423807,5,8
PI423809,4,8
PI423810,5,8
PI423811,4,8
PI423812,5,8
PI423813,4,8
PI423815,5,8
PI423816,4,8
PI423817,5,8
PI423818,5,8
PI423819,4,8
PI423820,5,8
PI423821,5,8
PI423822,5,8
PI423823,5,8
PI423824,5,8
PI423825,5,8
PI423828,5,8
PI423829,4,8
PI423831,5,8
PI423832,5,8
PI423834,5,8
PI423835,4,8
PI423836,5,8
PI423838,5,8
PI423839,5,8
PI423840,5,8
PI423841,4,8
PI423842,4,8
PI423843,5,8
PI423844,5,8
PI423846,5,8
PI423847,4,8
PI423848,5,8
PI423849,5,8
PI423850,5,8
PI423851,5,8
PI423852,5,8
PI423853,5,8
PI423854,4,8
PI423855,5,8
PI423856,5,8
PI423857,5,8
PI423858,5,8
PI423859,5,8
PI423860,5,8
PI423861,5,8
PI423862,4,8
PI423864,5,8
PI423865,5,8
PI423866,5,8
PI423867,5,8
PI423868,5,8
PI423869,5,8
PI423870,5,8
PI423871,5,8
PI423872,5,8
PI423873,5,8
PI423874,5,8
PI423875,4,8
PI423876,5,8
PI423877,5,8
PI423878,5,8
PI423879,5,8
PI423880,5,8
PI423885,5,8
PI423886,4,8
PI423888,5,8
PI423889,5,8
PI423891,5,8
PI423892,5,8
PI423893,5,8
PI423895,5,8
PI423896,5,8
PI423897,5,8
PI423898,5,8
PI423900,5,8
PI423902,5,8
PI423904,5,8
PI423905,5,8
PI423906,5,8
PI423907,5,8
PI423908,4,8
PI423910,5,8
PI423911,4,8
PI423912,5,8
PI423913,5,8
PI423917,5,8
PI423918,5,8
PI423919,5,8
PI423920,5,8
PI423921,5,8
PI423922,5,8
PI423924,5,8
PI423925,5,8
PI423926,5,8
PI423928,5,8
PI423929,5,8
PI423931,4,8
PI423932,5,8
PI423933,5,8
PI423935,5,8
PI423936,5,8
PI423937,5,8
PI423938,5,8
PI423939,5,8
PI423940,5,8
PI423941,5,8
PI423942,5,8
PI423943,5,8
PI423945,5,8
PI423946,5,8
PI423947,5,8
PI423949,5,8
PI423950,5,8
PI423951,5,8
PI423952,5,8
PI423953,5,8
PI423954,5,8
PI423955,5,8
PI423957,5,8
PI423958,5,8
PI423959,4,8
PI423962,4,8
PI423963,5,8
PI423964,5,8
PI423965,5,8
PI423968,5,8
PI423969,5,8
PI423970,5,8
PI423972,4,8
PI423973,5,8
PI423974,5,8
PI423975,5,8
PI423977,5,8
PI423978,5,8
PI423979,5,8
PI423981,5,8
PI423982,5,8
PI423983,5,8
PI423984,5,8
PI423985,5,8
PI423986,5,8
PI424005,5,8
PI424024,5,8
PI424078,5,8
PI424131,5,8
PI424134,5,8
PI424135,5,8
PI424136,5,8
PI424138,5,8
PI424139,5,8
PI424140,5,8
PI424142,5,8
PI424143,5,8
PI424144,5,8
PI424145,5,8
PI424146,5,8
PI424147,5,8
PI424148,5,8
PI424149,5,8
PI424150,5,8
PI424151,5,8
PI424152,5,8
PI424153,5,8
PI424158,5,8
PI424160,5,8
PI424161,5,8
PI424162,5,8
PI424163,5,8
PI424165,5,8
PI424166,5,8
PI424167,5,8
PI424170,5,8
PI424173,5,8
PI424174,5,8
PI424175,5,8
PI424176,5,8
PI424177,5,8
PI424180,5,8
PI424181,5,8
PI424183,5,8
PI424184,5,8
PI424185,5,8
PI424186,5,8
PI424187,5,8
PI424189,5,8
PI424190,5,8
PI424191,5,8
PI424193,5,8
PI424194,5,8
PI424196,5,8
PI424197,5,8
PI424198,5,8
PI424199,5,8
PI424201,5,8
PI424202,5,8
PI424204,5,8
PI424206,5,8
PI424207,5,8
PI424208,5,8
PI424209,5,8
PI424210,5,8
PI424211,5,8
PI424212,5,8
PI424213,5,8
PI424215,5,8
PI424216,5,8
PI424218,5,8
PI424223,5,8
PI424224,5,8
PI424225,5,8
PI424226,5,8
PI424228,5,8
PI424230,5,8
PI424231,5,8
PI424233,5,8
PI424235,5,8
PI424236,5,8
PI424238,5,8
PI424239,5,8
PI424240,5,8
PI424242,5,8
PI424243,5,8
PI424244,5,8
PI424245,4,8
PI424246,5,8
PI424248,5,8
PI424252,5,8
PI424253,5,8
PI424254,4,8
PI424256,5,8
PI424258,5,8
PI424259,5,8
PI424260,5,8
PI424261,5,8
PI424262,5,8
PI424263,5,8
PI424264,5,8
PI424265,5,8
PI424267,5,8
PI424268,5,8
PI424271,5,8
PI424275,5,8
PI424276,5,8
PI424279,5,8
PI424280,5,8
PI424282,5,8
PI424283,5,8
PI424286,5,8
PI424287,5,8
PI424288,5,8
PI424289,5,8
PI424290,5,8
PI424291,5,8
PI424292,4,8
PI424293,4,8
PI424295,4,8
PI424297,4,8
PI424298,2,8
PI424301,5,8
PI424302,5,8
PI424303,5,8
PI424304,5,8
PI424305,5,8
PI424306,5,8
PI424307,5,8
PI424308,5,8
PI424310,5,8
PI424311,5,8
PI424312,5,8
PI424313,5,8
PI424314,5,8
PI424315,5,8
PI424316,4,8
PI424317,5,8
PI424318,4,8
PI424319,5,8
PI424320,5,8
PI424321,4,8
PI424322,5,8
PI424323,4,8
PI424325,5,8
PI424326,4,8
PI424327,5,8
PI424328,4,8
PI424329,5,8
PI424330,5,8
PI424331,5,8
PI424332,5,8
PI424333,4,8
PI424334,5,8
PI424336,5,8
PI424338,5,8
PI424339,5,8
PI424341,5,8
PI424343,4,8
PI424344,5,8
PI424345,4,8
PI424346,5,8
PI424350,5,8
PI424351,5,8
PI424352,4,8
PI424353,5,8
PI424354,5,8
PI424355,5,8
PI424356,5,8
PI424358,5,8
PI424359,5,8
PI424360,5,8
PI424361,5,8
PI424362,5,8
PI424363,5,8
PI424365,5,8
PI424366,4,8
PI424367,5,8
PI424369,5,8
PI424371,5,8
PI424372,5,8
PI424373,5,8
PI424374,5,8
PI424375,4,8
PI424376,5,8
PI424377,5,8
PI424378,5,8
PI424379,5,8
PI424380,5,8
PI424381,5,8
PI424382,5,8
PI424383,5,8
PI424384,5,8
PI424385,5,8
PI424387,5,8
PI424388,5,8
PI424389,5,8
PI424390,5,8
PI424391,5,8
PI424392,5,8
PI424393,5,8
PI424394,5,8
PI424395,5,8
PI424396,5,8
PI424397,4,8
PI424398,4,8
PI424399,4,8
PI424400,5,8
PI424401,5,8
PI424403,4,8
PI424404,5,8
PI424407,5,8
PI424408,5,8
PI424409,5,8
PI424410,5,8
PI424411,4,8
PI424412,5,8
PI424413,5,8
PI424414,5,8
PI424415,5,8
PI424416,5,8
PI424417,5,8
PI424418,4,8
PI424419,4,8
PI424420,5,8
PI424421,5,8
PI424422,4,8
PI424423,5,8
PI424424,5,8
PI424425,5,8
PI424426,5,8
PI424427,5,8
PI424428,5,8
PI424429,5,8
PI424430,5,8
PI424431,5,8
PI424432,5,8
PI424433,5,8
PI424434,5,8
PI424435,5,8
PI424436,5,8
PI424437,5,8
PI424438,5,8
PI424439,5,8
PI424440,5,8
PI424441,5,8
PI424442,5,8
PI424443,5,8
PI424445,5,8
PI424446,5,8
PI424447,5,8
PI424448,5,8
PI424449,5,8
PI424450,5,8
PI424451,5,8
PI424452,5,8
PI424453,5,8
PI424454,5,8
PI424455,5,8
PI424456,5,8
PI424457,5,8
PI424458,5,8
PI424459,5,8
PI424460,5,8
PI424461,5,8
PI424463,5,8
PI424464,5,8
PI424465,5,8
PI424466,5,8
PI424467,5,8
PI424468,5,8
PI424469,5,8
PI424470,5,8
PI424471,5,8
PI424473,5,8
PI424475,5,8
PI424476,5,8
PI424477,5,8
PI424478,5,8
PI424479,4,8
PI424480,5,8
PI424482,5,8
PI424483,5,8
PI424485,5,8
PI424486,5,8
PI424490,5,8
PI424492,5,8
PI424494,5,8
PI424495,5,8
PI424496,5,8
PI424497,5,8
PI424498,5,8
PI424500,5,8
PI424501,5,8
PI424502,5,8
PI424503,5,8
PI424505,5,8
PI424506,5,8
PI424507,5,8
PI424508,5,8
PI424509,5,8
PI424510,5,8
PI424511,5,8
PI424512,4,8
PI424513,4,8
PI424514,5,8
PI424515,5,8
PI424516,5,8
PI424518,5,8
PI424519,5,8
PI424520,5,8
PI424522,4,8
PI424524,5,8
PI424525,5,8
PI424526,5,8
PI424527,5,8
PI424528,5,8
PI424529,5,8
PI424530,5,8
PI424531,5,8
PI424532,5,8
PI424533,5,8
PI424534,5,8
PI424536,5,8
PI424537,5,8
PI424538,5,8
PI424539,5,8
PI424540,5,8
PI424541,5,8
PI424542,5,8
PI424543,5,8
PI424544,5,8
PI424545,4,8
PI424547,5,8
PI424548,5,8
PI424550,5,8
PI424551,4,8
PI424552,5,8
PI424553,5,8
PI424554,5,8
PI424556,5,8
PI424557,5,8
PI424559,5,8
PI424560,5,8
PI424561,5,8
PI424562,5,8
PI424563,5,8
PI424564,5,8
PI424565,5,8
PI424566,5,8
PI424567,5,8
PI424568,5,8
PI424570,5,8
PI424571,5,8
PI424572,5,8
PI424573,5,8
PI424574,5,8
PI424575,5,8
PI424577,5,8
PI424578,5,8
PI424579,5,8
PI424580,5,8
PI424581,5,8
PI424582,5,8
PI424583,5,8
PI424584,5,8
PI424585,4,8
PI424586,5,8
PI424587,5,8
PI424588,5,8
PI424589,5,8
PI424591,5,8
PI424592,5,8
PI424593,5,8
PI424594,5,8
PI424595,1,8
PI424596,4,8
PI424597,5,8
PI424598,5,8
PI424599,5,8
PI424600,5,8
PI424601,5,8
PI424602,5,8
PI424603,5,8
PI424604,5,8
PI424606,5,8
PI424607,5,8
PI424609,5,8
PI424610,5,8
PI424612,5,8
PI424613,5,8
PI424614,5,8
PI424615,5,8
PI424616,5,8
PI424617,5,8
PI427099,5,8
PI427106,5,8
PI427136,5,8
PI427137,5,8
PI427138,5,8
PI427139,5,8
PI427140,5,8
PI427141,5,8
PI427142,5,8
PI427143,5,8
PI427241,5,8
PI427276,5,8
PI428691,5,8
PI429327,4,8
PI429328,5,8
PI429329,5,8
PI429330,5,8
PI430457,5,8
PI430491,5,8
PI430536,5,8
PI430594,5,8
PI430595,5,8
PI430596,5,8
PI430597,5,8
PI430599,5,8
PI430619,5,8
PI430620,5,8
PI430622,5,8
PI430623,4,8
PI430624,5,8
PI430625,5,8
PI430626,5,8
PI432359,5,8
PI434974,5,8
PI434975,5,8
PI434976,5,8
PI434981,5,8
PI434982,5,8
PI436562,5,8
PI436563,5,8
PI436565,5,8
PI436566,5,8
PI436567,5,8
PI436568,5,8
PI436611,5,8
PI436612,4,8
PI436613,5,8
PI436617,5,8
PI436618,5,8
PI436619,5,8
PI436620,5,8
PI436681,5,8
PI436682,5,8
PI436683,5,8
PI436684,4,8
PI437069,5,8
PI437070,5,8
PI437071,5,8
PI437072,5,8
PI437074,5,8
PI437075,5,8
PI437076,5,8
PI437077,5,8
PI437080,5,8
PI437082,5,8
PI437083,5,8
PI437084,5,8
PI437085,4,8
PI437086,5,8
PI437087,5,8
PI437089,5,8
PI437090,5,8
PI437091,5,8
PI437092,5,8
PI437093,5,8
PI437094,4,8
PI437095,4,8
PI437096,5,8
PI437097,5,8
PI437098,4,8
PI437099,4,8
PI437100,4,8
PI437101,5,8
PI437102,5,8
PI437103,4,8
PI437104,5,8
PI437106,5,8
PI437107,4,8
PI437108,4,8
PI437111,4,8
PI437113,5,8
PI437114,5,8
PI437115,5,8
PI437116,4,8
PI437117,5,8
PI437119,5,8
PI437120,5,8
PI437122,5,8
PI437123,5,8
PI437124,5,8
PI437128,5,8
PI437130,5,8
PI437131,5,8
PI437133,5,8
PI437134,5,8
PI437136,4,8
PI437137,5,8
PI437138,5,8
PI437139,5,8
PI437140,5,8
PI437141,5,8
PI437142,5,8
PI437143,4,8
PI437144,5,8
PI437146,5,8
PI437147,4,8
PI437148,5,8
PI437149,5,8
PI437150,4,8
PI437151,4,8
PI437152,4,8
PI437154,5,8
PI437155,2,8
PI437157,5,8
PI437158,5,8
PI437159,5,8
PI437160,5,8
PI437161,5,8
PI437162,5,8
PI437163,5,8
PI437164,5,8
PI437170,5,8
PI437171,4,8
PI437172,5,8
PI437173,5,8
PI437175,5,8
PI437176,4,8
PI437177,4,8
PI437178,5,8
PI437179,5,8
PI437180,5,8
PI437181,4,8
PI437182,5,8
PI437183,4,8
PI437184,4,8
PI437185,4,8
PI437186,4,8
PI437187,4,8
PI437188,5,8
PI437190,4,8
PI437191,4,8
PI437192,2,8
PI437193,5,8
PI437194,4,8
PI437195,4,8
PI437196,4,8
PI437197,5,8
PI437198,4,8
PI437199,4,8
PI437201,5,8
PI437202,4,8
PI437203,5,8
PI437204,5,8
PI437206,4,8
PI437207,4,8
PI437208,4,8
PI437209,4,8
PI437210,4,8
PI437212,4,8
PI437213,4,8
PI437214,4,8
PI437215,5,8
PI437216,5,8
PI437217,4,8
PI437218,5,8
PI437219,4,8
PI437220,4,8
PI437221,5,8
PI437222,4,8
PI437224,5,8
PI437225,4,8
PI437226,4,8
PI437227,4,8
PI437228,4,8
PI437229,5,8
PI437230,4,8
PI437231,5,8
PI437232,4,8
PI437233,5,8
PI437234,4,8
PI437235,4,8
PI437236,4,8
PI437237,4,8
PI437238,4,8
PI437239,2,8
PI437240,5,8
PI437241,4,8
PI437242,4,8
PI437243,4,8
PI437244,5,8
PI437245,5,8
PI437247,4,8
PI437248,4,8
PI437249,4,8
PI437250,4,8
PI437252,4,8
PI437253,5,8
PI437254,5,8
PI437255,4,8
PI437256,4,8
PI437257,5,8
PI437258,4,8
PI437259,4,8
PI437262,4,8
PI437263,5,8
PI437264,4,8
PI437266,5,8
PI437267,4,8
PI437268,4,8
PI437269,4,8
PI437271,4,8
PI437272,5,8
PI437274,5,8
PI437275,4,8
PI437276,4,8
PI437277,5,8
PI437278,4,8
PI437279,4,8
PI437280,5,8
PI437281,4,8
PI437282,4,8
PI437283,4,8
PI437284,4,8
PI437285,4,8
PI437286,4,8
PI437287,4,8
PI437288,4,8
PI437289,4,8
PI437290,5,8
PI437291,4,8
PI437293,4,8
PI437295,5,8
PI437296,5,8
PI437297,5,8
PI437298,5,8
PI437299,5,8
PI437300,5,8
PI437301,5,8
PI437302,5,8
PI437303,4,8
PI437304,5,8
PI437305,5,8
PI437307,4,8
PI437308,5,8
PI437309,5,8
PI437310,4,8
PI437312,5,8
PI437313,4,8
PI437314,5,8
PI437315,5,8
PI437316,4,8
PI437317,4,8
PI437318,4,8
PI437319,5,8
PI437320,4,8
PI437321,5,8
PI437322,5,8
PI437323,5,8
PI437324,5,8
PI437325,5,8
PI437326,5,8
PI437327,5,8
PI437328,5,8
PI437329,5,8
PI437331,5,8
PI437332,5,8
PI437333,5,8
PI437334,5,8
PI437335,5,8
PI437337,5,8
PI437338,5,8
PI437341,5,8
PI437342,5,8
PI437343,4,8
PI437345,5,8
PI437346,5,8
PI437347,5,8
PI437348,5,8
PI437350,5,8
PI437351,5,8
PI437352,5,8
PI437353,5,8
PI437354,5,8
PI437355,5,8
PI437356,5,8
PI437357,5,8
PI437358,5,8
PI437359,5,8
PI437360,5,8
PI437361,5,8
PI437362,5,8
PI437364,5,8
PI437365,5,8
PI437366,5,8
PI437367,5,8
PI437368,5,8
PI437369,5,8
PI437370,5,8
PI437371,5,8
PI437372,5,8
PI437373,5,8
PI437374,5,8
PI437377,5,8
PI437379,5,8
PI437380,5,8
PI437382,5,8
PI437383,5,8
PI437384,5,8
PI437386,5,8
PI437387,5,8
PI437388,5,8
PI437390,5,8
PI437391,5,8
PI437392,5,8
PI437393,5,8
PI437394,5,8
PI437396,5,8
PI437397,5,8
PI437398,5,8
PI437399,5,8
PI437400,5,8
PI437401,5,8
PI437402,5,8
PI437403,5,8
PI437404,5,8
PI437405,5,8
PI437406,5,8
PI437407,5,8
PI437409,5,8
PI437410,5,8
PI437411,5,8
PI437412,5,8
PI437413,5,8
PI437414,5,8
PI437415,5,8
PI437416,5,8
PI437417,5,8
PI437418,5,8
PI437421,4,8
PI437422,4,8
PI437423,5,8
PI437424,5,8
PI437425,5,8
PI437426,5,8
PI437430,5,8
PI437431,5,8
PI437433,5,8
PI437435,5,8
PI437438,5,8
PI437439,5,8
PI437440,5,8
PI437441,5,8
PI437442,5,8
PI437443,5,8
PI437444,5,8
PI437445,5,8
PI437446,5,8
PI437447,5,8
PI437448,5,8
PI437449,5,8
PI437450,5,8
PI437451,5,8
PI437453,5,8
PI437454,5,8
PI437455,5,8
PI437456,5,8
PI437457,5,8
PI437459,5,8
PI437460,5,8
PI437461,5,8
PI437464,5,8
PI437465,5,8
PI437466,5,8
PI437467,5,8
PI437468,5,8
PI437470,5,8
PI437471,4,8
PI437472,5,8
PI437473,5,8
PI437475,5,8
PI437476,5,8
PI437478,5,8
PI437479,5,8
PI437480,5,8
PI437481,5,8
PI437482,5,8
PI437483,5,8
PI437484,5,8
PI437485,5,8
PI437486,5,8
PI437487,5,8
PI437488,5,8
PI437489,5,8
PI437490,5,8
PI437491,5,8
PI437492,5,8
PI437493,5,8
PI437494,5,8
PI437495,5,8
PI437496,5,8
PI437497,5,8
PI437498,5,8
PI437499,5,8
PI437502,5,8
PI437503,5,8
PI437504,5,8
PI437505,5,8
PI437506,5,8
PI437507,5,8
PI437509,5,8
PI437510,5,8
PI437511,5,8
PI437512,5,8
PI437513,5,8
PI437516,5,8
PI437517,5,8
PI437518,5,8
PI437519,5,8
PI437521,5,8
PI437522,5,8
PI437523,5,8
PI437524,5,8
PI437525,5,8
PI437527,5,8
PI437528,5,8
PI437529,5,8
PI437530,5,8
PI437531,5,8
PI437532,5,8
PI437534,5,8
PI437535,5,8
PI437536,5,8
PI437537,5,8
PI437538,5,8
PI437539,5,8
PI437540,5,8
PI437541,5,8
PI437542,5,8
PI437543,5,8
PI437545,5,8
PI437546,5,8
PI437547,5,8
PI437548,5,8
PI437549,5,8
PI437551,5,8
PI437552,5,8
PI437553,5,8
PI437554,5,8
PI437556,5,8
PI437557,5,8
PI437558,5,8
PI437559,5,8
PI437560,5,8
PI437561,5,8
PI437562,5,8
PI437563,5,8
PI437564,5,8
PI437565,5,8
PI437566,5,8
PI437567,5,8
PI437568,5,8
PI437569,5,8
PI437570,5,8
PI437571,5,8
PI437572,5,8
PI437574,5,8
PI437576,5,8
PI437577,5,8
PI437578,5,8
PI437579,5,8
PI437580,5,8
PI437581,5,8
PI437582,5,8
PI437583,5,8
PI437584,5,8
PI437585,5,8
PI437587,5,8
PI437589,5,8
PI437590,5,8
PI437591,5,8
PI437592,5,8
PI437595,5,8
PI437596,5,8
PI437599,5,8
PI437600,5,8
PI437601,5,8
PI437602,5,8
PI437603,5,8
PI437604,5,8
PI437606,5,8
PI437607,5,8
PI437608,5,8
PI437612,5,8
PI437613,5,8
PI437616,5,8
PI437617,5,8
PI437618,5,8
PI437619,5,8
PI437620,5,8
PI437623,4,8
PI437624,5,8
PI437625,5,8
PI437626,5,8
PI437627,5,8
PI437628,5,8
PI437629,5,8
PI437631,5,8
PI437634,5,8
PI437637,5,8
PI437638,5,8
PI437639,5,8
PI437642,5,8
PI437644,5,8
PI437647,5,8
PI437652,5,8
PI437653,5,8
PI437654,1,8
PI437655,4,8
PI437656,5,8
PI437657,5,8
PI437658,5,8
PI437659,5,8
PI437660,5,8
PI437662,5,8
PI437663,5,8
PI437664,4,8
PI437665,5,8
PI437666,5,8
PI437667,5,8
PI437668,5,8
PI437669,5,8
PI437670,5,8
PI437671,5,8
PI437672,5,8
PI437673,5,8
PI437674,5,8
PI437675,5,8
PI437677,5,8
PI437679,1,8
PI437681,5,8
PI437683,5,8
PI437684,5,8
PI437686,5,8
PI437687,5,8
PI437689,5,8
PI437690,1,8
PI437692,5,8
PI437693,5,8
PI437694,5,8
PI437696,5,8
PI437697,5,8
PI437698,5,8
PI437699,5,8
PI437700,5,8
PI437701,5,8
PI437703,5,8
PI437704,5,8
PI437705,5,8
PI437706,5,8
PI437707,5,8
PI437708,5,8
PI437709,5,8
PI437710,5,8
PI437712,5,8
PI437713,5,8
PI437714,5,8
PI437715,5,8
PI437717,5,8
PI437718,5,8
PI437719,5,8
PI437720,5,8
PI437722,5,8
PI437723,5,8
PI437724,5,8
PI437725,4,8
PI437726,5,8
PI437728,4,8
PI437729,5,8
PI437730,5,8
PI437731,5,8
PI437733,5,8
PI437734,5,8
PI437735,5,8
PI437737,5,8
PI437739,5,8
PI437741,5,8
PI437742,5,8
PI437743,5,8
PI437745,5,8
PI437746,5,8
PI437748,5,8
PI437749,5,8
PI437750,5,8
PI437751,5,8
PI437754,5,8
PI437755,5,8
PI437757,5,8
PI437758,5,8
PI437759,5,8
PI437760,5,8
PI437761,5,8
PI437762,5,8
PI437763,5,8
PI437764,5,8
PI437765,5,8
PI437766,5,8
PI437767,5,8
PI437768,4,8
PI437769,5,8
PI437770,5,8
PI437771,5,8
PI437773,5,8
PI437775,5,8
PI437776,5,8
PI437777,5,8
PI437778,5,8
PI437779,5,8
PI437780,5,8
PI437781,5,8
PI437782,5,8
PI437783,5,8
PI437784,5,8
PI437785,5,8
PI437786,5,8
PI437787,5,8
PI437789,5,8
PI437790,5,8
PI437791,5,8
PI437792,5,8
PI437793,5,8
PI437794,4,8
PI437795,5,8
PI437796,5,8
PI437797,5,8
PI437798,5,8
PI437799,5,8
PI437800,5,8
PI437801,5,8
PI437802,5,8
PI437803,5,8
PI437804,5,8
PI437805,5,8
PI437806,5,8
PI437807,5,8
PI437808,5,8
PI437809,5,8
