acid,PRR1.488001,
PI507506,1,8
PI507507,1,8
PI507508,5,8
PI507510,5,8
PI507511,5,8
PI507512,5,8
PI507514,5,8
PI507518,5,8
PI507532,5,8
PI507533,1,8
PI507534,1,8
PI507536,1,8
PI507537,5,8
PI507538,5,8
PI507539,5,8
PI507542,1,8
PI507545,5,8
PI507546,1,8
PI507549,5,8
PI507550,1,8
PI507551,1,8
PI507556,1,8
PI507557,1,8
PI507558,1,8
PI507559,5,8
PI507560,1,8
PI507561,1,8
PI507562,1,8
PI507566,1,8
PI507568,5,8
PI507572,5,8
PI507574,1,8
PI507575,1,8
PI507576,1,8
PI507577,5,8
PI507578,5,8
PI507579,1,8
PI507690,5,8
PI508294,5,8
PI508295,1,8
PI508297,1,8
PI508298,1,8
PI509076,5,8
PI509077,5,8
PI509078,5,8
PI509080,5,8
PI509081,5,8
PI509082,5,8
PI509084,5,8
PI509086,1,8
PI509090,5,8
PI509092,1,8
PI509093,1,8
PI509094,5,8
PI509095,5,8
PI509096,5,8
PI509097,5,8
PI509098,1,8
PI509099,5,8
PI509100,5,8
PI509101,1,8
PI509102,5,8
PI509103,1,8
PI509104,5,8
PI509106,1,8
PI509108,5,8
PI509109,1,8
PI515960,1,8
PI518284,5,8
PI518286,5,8
PI518288,1,8
PI518295,5,8
PI518296,5,8
PI518297,1,8
PI518721,5,8
PI518722,1,8
PI518723,5,8
PI518726,5,8
PI518727,5,8
PI518728,5,8
PI518729,5,8
PI518756,5,8
PI518759,5,8
PI518833,5,8
PI520732,5,8
PI531068,1,8
PI533602,1,8
PI533604,1,8
PI533605,1,8
PI548436,5,8
PI548437,1,8
PI548438,1,8
PI548439,5,8
PI548440,1,8
PI548441,1,8
PI548442,1,8
PI548443,5,8
PI548444,5,8
PI548445,1,8
PI548446,5,8
PI548447,5,8
PI548448,5,8
PI548449,5,8
PI548450,5,8
PI548451,5,8
PI548452,5,8
PI548453,1,8
PI548454,1,8
PI548455,5,8
PI548456,5,8
PI548457,5,8
PI548458,1,8
PI548459,1,8
PI548460,1,8
PI548461,5,8
PI548462,1,8
PI548463,5,8
PI548464,5,8
PI548465,1,8
PI548466,5,8
PI548467,1,8
PI548468,5,8
PI548469,5,8
PI548470,1,8
PI548471,1,8
PI548472,5,8
PI548473,1,8
PI548474,5,8
PI548475,1,8
PI548476,1,8
PI548477,5,8
PI548478,1,8
PI548479,5,8
PI548480,5,8
PI548481,1,8
PI548482,5,8
PI548483,1,8
PI548484,1,8
PI548485,5,8
PI548486,5,8
PI548487,5,8
PI548488,1,8
PI548489,5,8
PI548490,1,8
PI548491,5,8
PI548492,5,8
PI548493,5,8
PI548494,5,8
PI548495,1,8
PI548496,1,8
PI548497,5,8
PI548653,5,8
PI548654,5,8
PI548655,5,8
PI548656,5,8
PI548657,5,8
PI548658,1,8
PI548659,1,8
PI548660,5,8
PI548661,1,8
PI548662,1,8
PI548663,1,8
PI548664,5,8
PI548665,5,8
PI548666,5,8
PI081780S,5,9
PI082184S,1,9
PI084632S,5,9
PI085666S,1,9
PI086045S,5,9
PI086113S,5,9
PI088816S,1,9
PI089154S,5,9
PI091159S,1,9
PI092707S,5,9
PI093055S,1,9
PI103419A,5,9
PI123577A,5,9
PI157487A,1,9
PI159923A,1,9
PI205901A,1,9
PI240667A,5,9
PI240667B,5,9
PI240826A,5,9
PI240826B,5,9
PI261272A,5,9
PI261272B,5,9
PI261272C,5,9
PI281883A,5,9
PI281883B,5,9
PI281883C,5,9
PI281887A,5,9
PI281887B,5,9
PI281890A,5,9
PI281890B,5,9
PI281890C,5,9
PI281891A,5,9
PI281891B,5,9
PI281891C,5,9
PI281891D,5,9
PI281892A,5,9
PI281892B,5,9
PI281896A,5,9
PI281896B,5,9
PI281896C,5,9
PI281896E,5,9
PI281896F,5,9
PI281897B,5,9
PI281897C,5,9
PI281898A,5,9
PI281898B,5,9
PI281899A,5,9
PI281899B,5,9
PI281899C,5,9
PI281901A,5,9
PI281901B,5,9
PI281906A,5,9
PI281906B,5,9
PI281906C,5,9
PI281911A,5,9
PI281911B,5,9
PI281911C,5,9
PI281913A,5,9
PI281913B,5,9
PI284816A,5,9
PI284816B,5,9
PI306702A,1,9
PI306702B,1,9
PI306702C,1,9
PI306704A,5,9
PI306704B,5,9
PI307838A,5,9
PI307838B,5,9
PI307838C,5,9
PI307838D,5,9
PI307842A,5,9
PI307842B,5,9
PI307843A,5,9
PI307843B,5,9
PI307850A,5,9
PI307850B,5,9
PI307851A,5,9
PI307851B,5,9
PI307852A,5,9
PI307852B,5,9
PI307870A,5,9
PI307870B,5,9
PI307872A,5,9
PI307872B,5,9
PI307872C,5,9
PI307873A,5,9
PI307873B,5,9
PI307873C,5,9
PI307873D,5,9
PI307876A,5,9
PI307876B,5,9
PI307878A,5,9
PI307878B,5,9
PI307880A,5,9
PI307880B,5,9
PI307880C,5,9
PI307880D,5,9
PI307882A,5,9
PI307882B,5,9
PI307882C,5,9
PI307882D,5,9
PI307884A,5,9
PI307884B,5,9
PI307888A,5,9
PI307888B,5,9
PI307889A,5,9
PI307889B,5,9
PI307889C,5,9
PI307889D,5,9
PI307891A,5,9
PI307899A,5,9
PI307899B,5,9
PI309655A,5,9
PI339863A,1,9
PI339863B,5,9
PI339864B,1,9
PI340021B,5,9
PI340031B,1,9
PI340900A,5,9
PI340904A,1,9
PI340904B,1,9
PI341260A,5,9
PI341260B,5,9
PI355067S,5,9
PI355069S,5,9
PI355070S,5,9
PI374188A,1,9
PI374188B,1,9
PI374192A,5,9
PI374192B,5,9
PI374195A,5,9
PI374195B,5,9
PI374200A,5,9
PI374200B,5,9
PI374200C,5,9
PI407781C,1,9
PI407786B,1,9
PI407788C,5,9
PI407821B,1,9
PI407833B,1,9
PI407833C,5,9
PI407867C,5,9
PI407868C,1,9
PI407872B,1,9
PI407877C,1,9
PI407892B,1,9
PI407898B,1,9
PI407966C,1,9
PI407973B,1,9
PI407975B,5,9
PI407986B,5,9
PI407998B,1,9
PI407998D,1,9
PI408055D,1,9
PI408066B,1,9
PI408067B,1,9
PI408068C,5,9
PI408076C,1,9
PI408079B,5,9
PI408083B,1,9
PI408084A,5,9
PI408084C,5,9
PI408092C,5,9
PI408095C,5,9
PI408100A,1,9
PI408109B,5,9
PI408110B,1,9
PI408134B,1,9
PI408134C,1,9
PI408166C,1,9
PI408167A,1,9
PI408167B,1,9
PI408167C,5,9
PI408169C,1,9
PI408181B,5,9
PI408181C,1,9
PI408184B,1,9
PI408186A,1,9
PI408186C,5,9
PI408191A,1,9
PI408191B,1,9
PI408200B,1,9
PI408215B,5,9
PI408221C,1,9
PI408226B,5,9
PI408228A,5,9
PI408229B,1,9
PI408259B,5,9
PI408265C,5,9
PI408269C,1,9
PI408270C,5,9
PI408285C,5,9
PI408294B,1,9
PI408296B,5,9
PI408307B,1,9
PI408308A,1,9
PI408308B,1,9
PI408318B,1,9
PI408327B,5,9
PI408332B,5,9
PI408332C,5,9
PI416819A,1,9
PI416825A,1,9
PI416826A,1,9
PI416874A,1,9
PI416926A,1,9
PI417014A,1,9
PI417084A,1,9
PI417089A,5,9
PI417135B,1,9
PI417309B,5,9
PI417365A,5,9
PI417389A,5,9
PI417414A,5,9
PI417472D,5,9
PI423736B,1,9
PI423781A,5,9
PI423781B,5,9
PI423799C,5,9
PI423827B,1,9
PI423837B,1,9
PI423914B,5,9
PI423930B,1,9
PI423960A,1,9
PI424137A,1,9
PI424137B,1,9
PI424141A,5,9
PI424141B,5,9
PI424156B,5,9
PI424156C,1,9
PI424156D,5,9
PI424157A,1,9
PI424157B,5,9
PI424164B,5,9
PI424172B,1,9
PI424172C,1,9
PI424178A,1,9
PI424178B,1,9
PI424178C,1,9
PI424182A,5,9
PI424182B,5,9
PI424182C,5,9
PI424222B,1,9
PI424222C,1,9
PI424237B,1,9
PI424251B,5,9
PI424269B,5,9
PI424269C,5,9
PI424294C,5,9
PI424296C,1,9
PI424300B,1,9
PI424309B,1,9
PI424324B,1,9
PI424340A,5,9
PI424340B,5,9
PI424491B,1,9
PI424493B,1,9
PI424521B,1,9
PI424558B,5,9
PI424605B,5,9
PI430600B,5,9
PI430600C,5,9
PI434973A,5,9
PI434973B,5,9
PI434977A,5,9
PI434977B,5,9
PI434980A,1,9
PI437126B,5,9
PI437126C,1,9
PI437586C,1,9
PI438282B,5,9
PI438302B,5,9
PI441373A,1,9
PI442003A,1,9
PI442003B,1,9
PI442009A,1,9
PI442009B,5,9
PI445848A,1,9
PI458024B,5,9
PI458045B,5,9
PI458070C,5,9
PI458070D,5,9
PI458072B,1,9
PI458085B,5,9
PI458150A,1,9
PI458150B,1,9
PI458150C,5,9
PI458172B,1,9
PI458230B,5,9
PI458236B,1,9
PI458278A,1,9
PI458278B,1,9
PI458281A,1,9
PI458281B,1,9
PI458306B,1,9
PI459025A,5,9
PI459025B,5,9
PI459025C,5,9
PI459025D,5,9
PI506550A,1,9
PI506550B,5,9
PI506585B,1,9
PI506733B,5,9
PI506735A,1,9
PI506735B,5,9
PI507095B,1,9
PI507117A,1,9
PI507117B,5,9
PI507216A,1,9
PI507216B,1,9
PI509091A,5,9
PI509091B,1,9
PI548402S,5,9
PI548422S,1,9
PI407790-1,1,10
PI407790-2,1,10
PI407808-1,5,10
PI407808-2,5,10
PI407814-1,5,10
PI407814-2,1,10
PI407839-2,1,10
PI407859-1,1,10
PI407874-1,5,10
PI407874-2,5,10
PI407890-1,1,10
PI407890-2,1,10
PI407937-2,5,10
PI407946-1,1,10
PI407950-1,1,10
PI407950-2,1,10
PI407961-1,1,10
PI407961-2,1,10
PI407962-1,1,10
PI407962-2,1,10
PI407999-1,1,10
PI407999-2,1,10
PI408003-1,1,10
PI408003-2,1,10
PI408004-2,1,10
PI408010-2,5,10
PI408040-1,1,10
PI408040-2,1,10
PI408094-1,5,10
PI408094-2,1,10
PI408180-1,5,10
PI408180-2,1,10
PI408192-1,5,10
PI408192-2,5,10
PI408206-1,5,10
PI408206-2,1,10
PI408207-1,5,10
PI408207-2,5,10
PI408238-1,5,10
PI408238-2,1,10
PI408246-1,5,10
PI408246-2,5,10
PI408293-2,1,10
PI408311-2,1,10
PI423901-1,1,10
PI423901-2,1,10
PI424337-1,1,10
PI424337-2,5,10
PI424474-1,1,10
PI424474-2,1,10
PI438440-1,5,10
PI438440-2,5,10
